[x86] Gathering all referenced SSDTs from KTHREADs...
  Entry 0x100e: 0xbf94a536 (NtGdiCancelDC) owned by win32k.sys
  Entry 0x100f: 0xbf94bd32 (NtGdiCheckBitmapBits) owned by win32k.sys
  Entry 0x1010: 0xbf8fee3a (NtGdiCloseFigure) owned by win32k.sys
  Entry 0x1011: 0xbf8490fa (NtGdiClearBitmapAttributes) owned by win32k.sys
  Entry 0x1012: 0xbf94a614 (NtGdiClearBrushAttributes) owned by win32k.sys
  Entry 0x1013: 0xbf94be65 (NtGdiColorCorrectPalette) owned by win32k.sys
  Entry 0x1014: 0xbf876f21 (NtGdiCombineRgn) owned by win32k.sys
  Entry 0x1015: 0xbf8dd4e5 (NtGdiCombineTransform) owned by win32k.sys
  Entry 0x1016: 0xbf82f89e (NtGdiComputeXformCoefficients) owned by win32k.sys
  Entry 0x1017: 0xbf826df9 (NtGdiConsoleTextOut) owned by win32k.sys
  Entry 0x1018: 0xbf911725 (NtGdiConvertMetafileRect) owned by win32k.sys
  Entry 0x1019: 0xbf80e2d3 (NtGdiCreateBitmap) owned by win32k.sys
  Entry 0x101a: 0xbf8dd18d (NtGdiCreateClientObj) owned by win32k.sys
  Entry 0x101b: 0xbf94bb2a (NtGdiCreateColorSpace) owned by win32k.sys
  Entry 0x101c: 0xbf94ca35 (NtGdiCreateColorTransform) owned by win32k.sys
  Entry 0x101d: 0xbf813a7f (NtGdiCreateCompatibleBitmap) owned by win32k.sys
  Entry 0x101e: 0xbf80c879 (NtGdiCreateCompatibleDC) owned by win32k.sys
  Entry 0x101f: 0xbf8d1e88 (NtGdiCreateDIBBrush) owned by win32k.sys
  Entry 0x1020: 0xbf88e484 (NtGdiCreateDIBitmapInternal) owned by win32k.sys
  Entry 0x1021: 0xbf884aa3 (NtGdiCreateDIBSection) owned by win32k.sys
  Entry 0x1022: 0xbf93a455 (NtGdiCreateEllipticRgn) owned by win32k.sys
  Entry 0x1023: 0xbf89f2e0 (NtGdiCreateHalftonePalette) owned by win32k.sys
  Entry 0x1024: 0xbf94dac1 (NtGdiCreateHatchBrushInternal) owned by win32k.sys
  Entry 0x1025: 0xbf8e48cd (NtGdiCreateMetafileDC) owned by win32k.sys
  Entry 0x1026: 0xbf82e498 (NtGdiCreatePaletteInternal) owned by win32k.sys
  Entry 0x1027: 0xbf89b5e8 (NtGdiCreatePatternBrushInternal) owned by win32k.sys
  Entry 0x1028: 0xbf869f28 (NtGdiCreatePen) owned by win32k.sys
  Entry 0x1029: 0xbf89a441 (NtGdiCreateRectRgn) owned by win32k.sys
  Entry 0x102a: 0xbf838c71 (NtGdiCreateRoundRectRgn) owned by win32k.sys
  Entry 0x102b: 0xbf91162a (NtGdiCreateServerMetaFile) owned by win32k.sys
  Entry 0x102c: 0xbf819f33 (NtGdiCreateSolidBrush) owned by win32k.sys
  Entry 0x102d: 0xbf935593 (NtGdiD3dContextCreate) owned by win32k.sys
  Entry 0x102e: 0xbf9355a6 (NtGdiD3dContextDestroy) owned by win32k.sys
  Entry 0x102f: 0xbf9355b9 (NtGdiD3dContextDestroyAll) owned by win32k.sys
  Entry 0x1030: 0xbf9355cc (NtGdiD3dValidateTextureStageState) owned by win32k.sys
  Entry 0x1031: 0xbf9355df (NtGdiD3dDrawPrimitives2) owned by win32k.sys
  Entry 0x1032: 0xbf9355f2 (NtGdiDdGetDriverState) owned by win32k.sys
  Entry 0x1033: 0xbf935468 (NtGdiDdAddAttachedSurface) owned by win32k.sys
  Entry 0x1034: 0xbf9356b2 (NtGdiDdAlphaBlt) owned by win32k.sys
  Entry 0x1035: 0xbf9079d7 (NtGdiDdAttachSurface) owned by win32k.sys
  Entry 0x1036: 0xbf93565d (NtGdiDdBeginMoCompFrame) owned by win32k.sys
  Entry 0x1037: 0xbf9079ea (NtGdiDdBlt) owned by win32k.sys
  Entry 0x1038: 0xbf9077c4 (NtGdiDdCanCreateSurface) owned by win32k.sys
  Entry 0x1039: 0xbf93556a (NtGdiDdCanCreateD3DBuffer) owned by win32k.sys
  Entry 0x103a: 0xbf93547b (NtGdiDdColorControl) owned by win32k.sys
  Entry 0x103b: 0xbf8f48be (NtGdiDdCreateDirectDrawObject) owned by win32k.sys
  Entry 0x103c: 0xbf8f48d1 (NtGdiDdCreateSurface) owned by win32k.sys
  Entry 0x103d: 0xbf935554 (NtGdiDdCreateD3DBuffer) owned by win32k.sys
  Entry 0x103e: 0xbf907803 (NtGdiDdCreateMoComp) owned by win32k.sys
  Entry 0x103f: 0xbf907e2e (NtGdiDdCreateSurfaceObject) owned by win32k.sys
  Entry 0x1040: 0xbf8f4b1a (NtGdiDdDeleteDirectDrawObject) owned by win32k.sys
  Entry 0x1041: 0xbf9079ab (NtGdiDdDeleteSurfaceObject) owned by win32k.sys
  Entry 0x1042: 0xbf9077d7 (NtGdiDdDestroyMoComp) owned by win32k.sys
  Entry 0x1043: 0xbf8f4b04 (NtGdiDdDestroySurface) owned by win32k.sys
  Entry 0x1044: 0xbf93557d (NtGdiDdDestroyD3DBuffer) owned by win32k.sys
  Entry 0x1045: 0xbf935670 (NtGdiDdEndMoCompFrame) owned by win32k.sys
  Entry 0x1046: 0xbf907ed4 (NtGdiDdFlip) owned by win32k.sys
  Entry 0x1047: 0xbf9085df (NtGdiDdFlipToGDISurface) owned by win32k.sys
  Entry 0x1048: 0xbf9079c1 (NtGdiDdGetAvailDriverMemory) owned by win32k.sys
  Entry 0x1049: 0xbf93548e (NtGdiDdGetBltStatus) owned by win32k.sys
  Entry 0x104a: 0xbf90772f (NtGdiDdGetDC) owned by win32k.sys
  Entry 0x104b: 0xbf90776e (NtGdiDdGetDriverInfo) owned by win32k.sys
  Entry 0x104c: 0xbf9354fc (NtGdiDdGetDxHandle) owned by win32k.sys
  Entry 0x104d: 0xbf9354a4 (NtGdiDdGetFlipStatus) owned by win32k.sys
  Entry 0x104e: 0xbf935647 (NtGdiDdGetInternalMoCompInfo) owned by win32k.sys
  Entry 0x104f: 0xbf935631 (NtGdiDdGetMoCompBuffInfo) owned by win32k.sys
  Entry 0x1050: 0xbf9077ed (NtGdiDdGetMoCompGuids) owned by win32k.sys
  Entry 0x1051: 0xbf93561b (NtGdiDdGetMoCompFormats) owned by win32k.sys
  Entry 0x1052: 0xbf9086e5 (NtGdiDdGetScanLine) owned by win32k.sys
  Entry 0x1053: 0xbf8e9d10 (NtGdiDdLock) owned by win32k.sys
  Entry 0x1054: 0xbf935528 (NtGdiDdLockD3D) owned by win32k.sys
  Entry 0x1055: 0xbf8f485d (NtGdiDdQueryDirectDrawObject) owned by win32k.sys
  Entry 0x1056: 0xbf93569c (NtGdiDdQueryMoCompStatus) owned by win32k.sys
  Entry 0x1057: 0xbf8f4898 (NtGdiDdReenableDirectDrawObject) owned by win32k.sys
  Entry 0x1058: 0xbf9078a3 (NtGdiDdReleaseDC) owned by win32k.sys
  Entry 0x1059: 0xbf935686 (NtGdiDdRenderMoComp) owned by win32k.sys
  Entry 0x105a: 0xbf8e9b56 (NtGdiDdResetVisrgn) owned by win32k.sys
  Entry 0x105b: 0xbf907eea (NtGdiDdSetColorKey) owned by win32k.sys
  Entry 0x105c: 0xbf9354ba (NtGdiDdSetExclusiveMode) owned by win32k.sys
  Entry 0x105d: 0xbf935512 (NtGdiDdSetGammaRamp) owned by win32k.sys
  Entry 0x105e: 0xbf935605 (NtGdiDdCreateSurfaceEx) owned by win32k.sys
  Entry 0x105f: 0xbf9354d0 (NtGdiDdSetOverlayPosition) owned by win32k.sys
  Entry 0x1060: 0xbf907a77 (NtGdiDdUnattachSurface) owned by win32k.sys
  Entry 0x1061: 0xbf8e9b06 (NtGdiDdUnlock) owned by win32k.sys
  Entry 0x1062: 0xbf93553e (NtGdiDdUnlockD3D) owned by win32k.sys
  Entry 0x1063: 0xbf907ebe (NtGdiDdUpdateOverlay) owned by win32k.sys
  Entry 0x1064: 0xbf9354e6 (NtGdiDdWaitForVerticalBlank) owned by win32k.sys
  Entry 0x1065: 0xbf9356c5 (NtGdiDvpCanCreateVideoPort) owned by win32k.sys
  Entry 0x1066: 0xbf9356db (NtGdiDvpColorControl) owned by win32k.sys
  Entry 0x1067: 0xbf9356f1 (NtGdiDvpCreateVideoPort) owned by win32k.sys
  Entry 0x1068: 0xbf935707 (NtGdiDvpDestroyVideoPort) owned by win32k.sys
  Entry 0x1069: 0xbf93571d (NtGdiDvpFlipVideoPort) owned by win32k.sys
  Entry 0x106a: 0xbf935733 (NtGdiDvpGetVideoPortBandwidth) owned by win32k.sys
  Entry 0x106b: 0xbf935749 (NtGdiDvpGetVideoPortField) owned by win32k.sys
  Entry 0x106c: 0xbf93575f (NtGdiDvpGetVideoPortFlipStatus) owned by win32k.sys
  Entry 0x106d: 0xbf935775 (NtGdiDvpGetVideoPortInputFormats) owned by win32k.sys
  Entry 0x106e: 0xbf93578b (NtGdiDvpGetVideoPortLine) owned by win32k.sys
  Entry 0x106f: 0xbf9357a1 (NtGdiDvpGetVideoPortOutputFormats) owned by win32k.sys
  Entry 0x1070: 0xbf9357b7 (NtGdiDvpGetVideoPortConnectInfo) owned by win32k.sys
  Entry 0x1071: 0xbf9357cd (NtGdiDvpGetVideoSignalStatus) owned by win32k.sys
  Entry 0x1072: 0xbf9357e3 (NtGdiDvpUpdateVideoPort) owned by win32k.sys
  Entry 0x1073: 0xbf9357f9 (NtGdiDvpWaitForVideoPortSync) owned by win32k.sys
  Entry 0x1074: 0xbf93580f (NtGdiDvpAcquireNotification) owned by win32k.sys
  Entry 0x1075: 0xbf935825 (NtGdiDvpReleaseNotification) owned by win32k.sys
  Entry 0x1076: 0xbf935455 (NtGdiDxgGenericThunk) owned by win32k.sys
  Entry 0x1077: 0xbf8dd2af (NtGdiDeleteClientObj) owned by win32k.sys
  Entry 0x1078: 0xbf94bb1d (NtGdiDeleteColorSpace) owned by win32k.sys
  Entry 0x1079: 0xbf94ccf1 (NtGdiDeleteColorTransform) owned by win32k.sys
  Entry 0x107a: 0xbf81390c (NtGdiDeleteObjectApp) owned by win32k.sys
  Entry 0x107b: 0xbf94b21b (NtGdiDescribePixelFormat) owned by win32k.sys
  Entry 0x107c: 0xbf8fabd0 (NtGdiGetPerBandInfo) owned by win32k.sys
  Entry 0x107d: 0xbf8fc1d2 (NtGdiDoBanding) owned by win32k.sys
  Entry 0x107e: 0xbf895cdb (NtGdiDoPalette) owned by win32k.sys
  Entry 0x107f: 0xbf94a0b6 (NtGdiDrawEscape) owned by win32k.sys
  Entry 0x1080: 0xbf8d499f (NtGdiEllipse) owned by win32k.sys
  Entry 0x1081: 0xbf8475c6 (NtGdiEnableEudc) owned by win32k.sys
  Entry 0x1082: 0xbf8fbb4e (NtGdiEndDoc) owned by win32k.sys
  Entry 0x1083: 0xbf905017 (NtGdiEndPage) owned by win32k.sys
  Entry 0x1084: 0xbf9005dd (NtGdiEndPath) owned by win32k.sys
  Entry 0x1085: 0xbf8337ed (NtGdiEnumFontChunk) owned by win32k.sys
  Entry 0x1086: 0xbf83376c (NtGdiEnumFontClose) owned by win32k.sys
  Entry 0x1087: 0xbf832dfb (NtGdiEnumFontOpen) owned by win32k.sys
  Entry 0x1088: 0xbf8d2190 (NtGdiEnumObjects) owned by win32k.sys
  Entry 0x1089: 0xbf93a550 (NtGdiEqualRgn) owned by win32k.sys
  Entry 0x108a: 0xbf9512cc (NtGdiEudcLoadUnloadLink) owned by win32k.sys
  Entry 0x108b: 0xbf883166 (NtGdiExcludeClipRect) owned by win32k.sys
  Entry 0x108c: 0xbf8ca065 (NtGdiExtCreatePen) owned by win32k.sys
  Entry 0x108d: 0xbf89a762 (NtGdiExtCreateRegion) owned by win32k.sys
  Entry 0x108e: 0xbf837002 (NtGdiExtEscape) owned by win32k.sys
  Entry 0x108f: 0xbf9520ea (NtGdiExtFloodFill) owned by win32k.sys
  Entry 0x1090: 0xbf88206c (NtGdiExtGetObjectW) owned by win32k.sys
  Entry 0x1091: 0xbf80f193 (NtGdiExtSelectClipRgn) owned by win32k.sys
  Entry 0x1092: 0xbf87f122 (NtGdiExtTextOutW) owned by win32k.sys
  Entry 0x1093: 0xbf949253 (NtGdiFillPath) owned by win32k.sys
  Entry 0x1094: 0xbf86f3b0 (NtGdiFillRgn) owned by win32k.sys
  Entry 0x1095: 0xbf9491b8 (NtGdiFlattenPath) owned by win32k.sys
  Entry 0x1096: 0xbf80c35c (NtGdiFlushUserBatch) owned by win32k.sys
  Entry 0x1097: 0xbf80a220 (NtGdiFlush) owned by win32k.sys
  Entry 0x1098: 0xbf94b0fb (NtGdiForceUFIMapping) owned by win32k.sys
  Entry 0x1099: 0xbf838ee3 (NtGdiFrameRgn) owned by win32k.sys
  Entry 0x109a: 0xbf93d22d (NtGdiFullscreenControl) owned by win32k.sys
  Entry 0x109b: 0xbf8c9336 (NtGdiGetAndSetDCDword) owned by win32k.sys
  Entry 0x109c: 0xbf8164a3 (NtGdiGetAppClipBox) owned by win32k.sys
  Entry 0x109d: 0xbf86f8a3 (NtGdiGetBitmapBits) owned by win32k.sys
  Entry 0x109e: 0xbf94b01d (NtGdiGetBitmapDimension) owned by win32k.sys
  Entry 0x109f: 0xbf874c32 (NtGdiGetBoundsRect) owned by win32k.sys
  Entry 0x10a0: 0xbf8eb3bc (NtGdiGetCharABCWidthsW) owned by win32k.sys
  Entry 0x10a1: 0xbf9497c1 (NtGdiGetCharacterPlacementW) owned by win32k.sys
  Entry 0x10a2: 0xbf80f7ce (NtGdiGetCharSet) owned by win32k.sys
  Entry 0x10a3: 0xbf8f71f7 (NtGdiGetCharWidthW) owned by win32k.sys
  Entry 0x10a4: 0xbf82ef6f (NtGdiGetCharWidthInfo) owned by win32k.sys
  Entry 0x10a5: 0xbf94a3d8 (NtGdiGetColorAdjustment) owned by win32k.sys
  Entry 0x10a6: 0xbf95299f (NtGdiGetColorSpaceforBitmap) owned by win32k.sys
  Entry 0x10a7: 0xbf882339 (NtGdiGetDCDword) owned by win32k.sys
  Entry 0x10a8: 0xbf889463 (NtGdiGetDCforBitmap) owned by win32k.sys
  Entry 0x10a9: 0xbf8821c6 (NtGdiGetDCObject) owned by win32k.sys
  Entry 0x10aa: 0xbf8c50d1 (NtGdiGetDCPoint) owned by win32k.sys
  Entry 0x10ab: 0xbf94a5d4 (NtGdiGetDeviceCaps) owned by win32k.sys
  Entry 0x10ac: 0xbf94c0c8 (NtGdiGetDeviceGammaRamp) owned by win32k.sys
  Entry 0x10ad: 0xbf8c5491 (NtGdiGetDeviceCapsAll) owned by win32k.sys
  Entry 0x10ae: 0xbf82973c (NtGdiGetDIBitsInternal) owned by win32k.sys
  Entry 0x10af: 0xbf953902 (NtGdiGetETM) owned by win32k.sys
  Entry 0x10b0: 0xbf94ed6e (NtGdiGetEudcTimeStampEx) owned by win32k.sys
  Entry 0x10b1: 0xbf8f8a13 (NtGdiGetFontData) owned by win32k.sys
  Entry 0x10b2: 0xbf94a873 (NtGdiGetFontResourceInfoInternalW) owned by win32k.sys
  Entry 0x10b3: 0xbf94b4fe (NtGdiGetGlyphIndicesW) owned by win32k.sys
  Entry 0x10b4: 0xbf94b3a1 (NtGdiGetGlyphIndicesWInternal) owned by win32k.sys
  Entry 0x10b5: 0xbf94a1c9 (NtGdiGetGlyphOutline) owned by win32k.sys
  Entry 0x10b6: 0xbf94a2ce (NtGdiGetKerningPairs) owned by win32k.sys
  Entry 0x10b7: 0xbf937bb9 (NtGdiGetLinkedUFIs) owned by win32k.sys
  Entry 0x10b8: 0xbf8e4935 (NtGdiGetMiterLimit) owned by win32k.sys
  Entry 0x10b9: 0xbf94016f (NtGdiGetMonitorID) owned by win32k.sys
  Entry 0x10ba: 0xbf8832bc (NtGdiGetNearestColor) owned by win32k.sys
  Entry 0x10bb: 0xbf94db47 (NtGdiGetNearestPaletteIndex) owned by win32k.sys
  Entry 0x10bc: 0xbf94a35f (NtGdiGetObjectBitmapHandle) owned by win32k.sys
  Entry 0x10bd: 0xbf8f6a20 (NtGdiGetOutlineTextMetricsInternalW) owned by win32k.sys
  Entry 0x10be: 0xbf949620 (NtGdiGetPath) owned by win32k.sys
  Entry 0x10bf: 0xbf82ddce (NtGdiGetPixel) owned by win32k.sys
  Entry 0x10c0: 0xbf80f1a3 (NtGdiGetRandomRgn) owned by win32k.sys
  Entry 0x10c1: 0xbf8f9551 (NtGdiGetRasterizerCaps) owned by win32k.sys
  Entry 0x10c2: 0xbf94b5a9 (NtGdiGetRealizationInfo) owned by win32k.sys
  Entry 0x10c3: 0xbf82a10c (NtGdiGetRegionData) owned by win32k.sys
  Entry 0x10c4: 0xbf8c501b (NtGdiGetRgnBox) owned by win32k.sys
  Entry 0x10c5: 0xbf911884 (NtGdiGetServerMetaFileBits) owned by win32k.sys
  Entry 0x10c6: 0xbf83d0c1 (NtGdiGetSpoolMessage) owned by win32k.sys
  Entry 0x10c7: 0xbf953a7f (NtGdiGetStats) owned by win32k.sys
  Entry 0x10c8: 0xbf81f8dd (NtGdiGetStockObject) owned by win32k.sys
  Entry 0x10c9: 0xbf950960 (NtGdiGetStringBitmapW) owned by win32k.sys
  Entry 0x10ca: 0xbf8ed013 (NtGdiGetSystemPaletteUse) owned by win32k.sys
  Entry 0x10cb: 0xbf88d8a8 (NtGdiGetTextCharsetInfo) owned by win32k.sys
  Entry 0x10cc: 0xbf8b32d4 (NtGdiGetTextExtent) owned by win32k.sys
  Entry 0x10cd: 0xbf8d19f6 (NtGdiGetTextExtentExW) owned by win32k.sys
  Entry 0x10ce: 0xbf88f55b (NtGdiGetTextFaceW) owned by win32k.sys
  Entry 0x10cf: 0xbf88d706 (NtGdiGetTextMetricsW) owned by win32k.sys
  Entry 0x10d0: 0xbf8349e8 (NtGdiGetTransform) owned by win32k.sys
  Entry 0x10d1: 0xbf94aaba (NtGdiGetUFI) owned by win32k.sys
  Entry 0x10d2: 0xbf94ab83 (NtGdiGetEmbUFI) owned by win32k.sys
  Entry 0x10d3: 0xbf94ac63 (NtGdiGetUFIPathname) owned by win32k.sys
  Entry 0x10d4: 0xbf94aa3b (NtGdiGetEmbedFonts) owned by win32k.sys
  Entry 0x10d5: 0xbf94aa45 (NtGdiChangeGhostFont) owned by win32k.sys
  Entry 0x10d6: 0xbf93684b (NtGdiAddEmbFontToDC) owned by win32k.sys
  Entry 0x10d7: 0xbf94b522 (NtGdiGetFontUnicodeRanges) owned by win32k.sys
  Entry 0x10d8: 0xbf88e713 (NtGdiGetWidthTable) owned by win32k.sys
  Entry 0x10d9: 0xbf8731bf (NtGdiGradientFill) owned by win32k.sys
  Entry 0x10da: 0xbf88d3f4 (NtGdiHfontCreate) owned by win32k.sys
  Entry 0x10db: 0xbf94c6ac (NtGdiIcmBrushInfo) owned by win32k.sys
  Entry 0x10dc: 0xbf825f9c (NtGdiInit) owned by win32k.sys
  Entry 0x10dd: 0xbf8495e4 (NtGdiInitSpool) owned by win32k.sys
  Entry 0x10de: 0xbf815fcc (NtGdiIntersectClipRect) owned by win32k.sys
  Entry 0x10df: 0xbf8c61ab (NtGdiInvertRgn) owned by win32k.sys
  Entry 0x10e0: 0xbf8c6993 (NtGdiLineTo) owned by win32k.sys
  Entry 0x10e1: 0xbf94b295 (NtGdiMakeFontDir) owned by win32k.sys
  Entry 0x10e2: 0xbf9529d8 (NtGdiMakeInfoDC) owned by win32k.sys
  Entry 0x10e3: 0xbf88e255 (NtGdiMaskBlt) owned by win32k.sys
  Entry 0x10e4: 0xbf8347c5 (NtGdiModifyWorldTransform) owned by win32k.sys
  Entry 0x10e5: 0xbf8e4b08 (NtGdiMonoBitmap) owned by win32k.sys
  Entry 0x10e6: 0xbf94a566 (NtGdiMoveTo) owned by win32k.sys
  Entry 0x10e7: 0xbf8fc091 (NtGdiOffsetClipRgn) owned by win32k.sys
  Entry 0x10e8: 0xbf889977 (NtGdiOffsetRgn) owned by win32k.sys
  Entry 0x10e9: 0xbf829ab9 (NtGdiOpenDCW) owned by win32k.sys
  Entry 0x10ea: 0xbf8c4a98 (NtGdiPatBlt) owned by win32k.sys
  Entry 0x10eb: 0xbf8841d6 (NtGdiPolyPatBlt) owned by win32k.sys
  Entry 0x10ec: 0xbf94932d (NtGdiPathToRegion) owned by win32k.sys
  Entry 0x10ed: 0xbf944ed0 (NtGdiPlgBlt) owned by win32k.sys
  Entry 0x10ee: 0xbf949c54 (NtGdiPolyDraw) owned by win32k.sys
  Entry 0x10ef: 0xbf8697aa (NtGdiPolyPolyDraw) owned by win32k.sys
  Entry 0x10f0: 0xbf949d51 (NtGdiPolyTextOutW) owned by win32k.sys
  Entry 0x10f1: 0xbf94a654 (NtGdiPtInRegion) owned by win32k.sys
  Entry 0x10f2: 0xbf93a6f2 (NtGdiPtVisible) owned by win32k.sys
  Entry 0x10f3: 0xbf94a674 (NtGdiQueryFonts) owned by win32k.sys
  Entry 0x10f4: 0xbf8264b7 (NtGdiQueryFontAssocInfo) owned by win32k.sys
  Entry 0x10f5: 0xbf8e9062 (NtGdiRectangle) owned by win32k.sys
  Entry 0x10f6: 0xbf8fa21b (NtGdiRectInRegion) owned by win32k.sys
  Entry 0x10f7: 0xbf88fca0 (NtGdiRectVisible) owned by win32k.sys
  Entry 0x10f8: 0xbf8d12cc (NtGdiRemoveFontResourceW) owned by win32k.sys
  Entry 0x10f9: 0xbf94a857 (NtGdiRemoveFontMemResourceEx) owned by win32k.sys
  Entry 0x10fa: 0xbf8e388e (NtGdiResetDC) owned by win32k.sys
  Entry 0x10fb: 0xbf94ddbb (NtGdiResizePalette) owned by win32k.sys
  Entry 0x10fc: 0xbf8835cd (NtGdiRestoreDC) owned by win32k.sys
  Entry 0x10fd: 0xbf90f6c6 (NtGdiRoundRect) owned by win32k.sys
  Entry 0x10fe: 0xbf8835dd (NtGdiSaveDC) owned by win32k.sys
  Entry 0x10ff: 0xbf9430e5 (NtGdiScaleViewportExtEx) owned by win32k.sys
  Entry 0x1100: 0xbf94afa9 (NtGdiScaleWindowExtEx) owned by win32k.sys
  Entry 0x1101: 0xbf80852b (NtGdiSelectBitmap) owned by win32k.sys
  Entry 0x1102: 0xbf94a546 (NtGdiSelectBrush) owned by win32k.sys
  Entry 0x1103: 0xbf9006dc (NtGdiSelectClipPath) owned by win32k.sys
  Entry 0x1104: 0xbf876f31 (NtGdiSelectFont) owned by win32k.sys
  Entry 0x1105: 0xbf94a556 (NtGdiSelectPen) owned by win32k.sys
  Entry 0x1106: 0xbf84902e (NtGdiSetBitmapAttributes) owned by win32k.sys
  Entry 0x1107: 0xbf8c4dc9 (NtGdiSetBitmapBits) owned by win32k.sys
  Entry 0x1108: 0xbf94b087 (NtGdiSetBitmapDimension) owned by win32k.sys
  Entry 0x1109: 0xbf875039 (NtGdiSetBoundsRect) owned by win32k.sys
  Entry 0x110a: 0xbf94a5f4 (NtGdiSetBrushAttributes) owned by win32k.sys
  Entry 0x110b: 0xbf8c4e67 (NtGdiSetBrushOrg) owned by win32k.sys
  Entry 0x110c: 0xbf94a439 (NtGdiSetColorAdjustment) owned by win32k.sys
  Entry 0x110d: 0xbf94bbdf (NtGdiSetColorSpace) owned by win32k.sys
  Entry 0x110e: 0xbf94c404 (NtGdiSetDeviceGammaRamp) owned by win32k.sys
  Entry 0x110f: 0xbf881a81 (NtGdiSetDIBitsToDeviceInternal) owned by win32k.sys
  Entry 0x1110: 0xbf863d0a (NtGdiSetFontEnumeration) owned by win32k.sys
  Entry 0x1111: 0xbf8dd665 (NtGdiSetFontXform) owned by win32k.sys
  Entry 0x1112: 0xbf8ec2fd (NtGdiSetIcmMode) owned by win32k.sys
  Entry 0x1113: 0xbf8fa8ce (NtGdiSetLinkedUFIs) owned by win32k.sys
  Entry 0x1114: 0xbf94e1d9 (NtGdiSetMagicColors) owned by win32k.sys
  Entry 0x1115: 0xbf8dd3e4 (NtGdiSetMetaRgn) owned by win32k.sys
  Entry 0x1116: 0xbf8dd406 (NtGdiSetMiterLimit) owned by win32k.sys
  Entry 0x1117: 0xbf94af99 (NtGdiGetDeviceWidth) owned by win32k.sys
  Entry 0x1118: 0xbf94af89 (NtGdiMirrorWindowOrg) owned by win32k.sys
  Entry 0x1119: 0xbf88306e (NtGdiSetLayout) owned by win32k.sys
  Entry 0x111a: 0xbf82e010 (NtGdiSetPixel) owned by win32k.sys
  Entry 0x111b: 0xbf954749 (NtGdiSetPixelFormat) owned by win32k.sys
  Entry 0x111c: 0xbf94a644 (NtGdiSetRectRgn) owned by win32k.sys
  Entry 0x111d: 0xbf94a5e4 (NtGdiSetSystemPaletteUse) owned by win32k.sys
  Entry 0x111e: 0xbf953d0f (NtGdiSetTextJustification) owned by win32k.sys
  Entry 0x111f: 0xbf844c88 (NtGdiSetupPublicCFONT) owned by win32k.sys
  Entry 0x1120: 0xbf8dd208 (NtGdiSetVirtualResolution) owned by win32k.sys
  Entry 0x1121: 0xbf8dd6d6 (NtGdiSetSizeDevice) owned by win32k.sys
  Entry 0x1122: 0xbf903ed4 (NtGdiStartDoc) owned by win32k.sys
  Entry 0x1123: 0xbf904e5b (NtGdiStartPage) owned by win32k.sys
  Entry 0x1124: 0xbf867caf (NtGdiStretchBlt) owned by win32k.sys
  Entry 0x1125: 0xbf82c4b4 (NtGdiStretchDIBitsInternal) owned by win32k.sys
  Entry 0x1126: 0xbf8ff253 (NtGdiStrokeAndFillPath) owned by win32k.sys
  Entry 0x1127: 0xbf949534 (NtGdiStrokePath) owned by win32k.sys
  Entry 0x1128: 0xbf9548f1 (NtGdiSwapBuffers) owned by win32k.sys
  Entry 0x1129: 0xbf8c53b3 (NtGdiTransformPoints) owned by win32k.sys
  Entry 0x112a: 0xbf8bf6b2 (NtGdiTransparentBlt) owned by win32k.sys
  Entry 0x112b: 0xbf94b16c (NtGdiUnloadPrinterDriver) owned by win32k.sys
  Entry 0x112c: 0xbf954c65 (NtGdiUnmapMemFont) owned by win32k.sys
  Entry 0x112d: 0xbf94a634 (NtGdiUnrealizeObject) owned by win32k.sys
  Entry 0x112e: 0xbf94e045 (NtGdiUpdateColors) owned by win32k.sys
  Entry 0x112f: 0xbf949415 (NtGdiWidenPath) owned by win32k.sys
  Entry 0x1130: 0xbf83172d (NtUserActivateKeyboardLayout) owned by win32k.sys
  Entry 0x1131: 0xbf87100c (NtUserAlterWindowStyle) owned by win32k.sys
  Entry 0x1132: 0xbf915aa7 (NtUserAssociateInputContext) owned by win32k.sys
  Entry 0x1133: 0xbf8f555f (NtUserAttachThreadInput) owned by win32k.sys
  Entry 0x1134: 0xbf815bb4 (NtUserBeginPaint) owned by win32k.sys
  Entry 0x1135: 0xbf8ed039 (NtUserBitBltSysBmp) owned by win32k.sys
  Entry 0x1136: 0xbf9143fa (NtUserBlockInput) owned by win32k.sys
  Entry 0x1137: 0xbf915bde (NtUserBuildHimcList) owned by win32k.sys
  Entry 0x1138: 0xbf889282 (NtUserBuildHwndList) owned by win32k.sys
  Entry 0x1139: 0xbf89e7d5 (NtUserBuildNameList) owned by win32k.sys
  Entry 0x113a: 0xbf9141bd (NtUserBuildPropList) owned by win32k.sys
  Entry 0x113b: 0xbf8c1f04 (NtUserCallHwnd) owned by win32k.sys
  Entry 0x113c: 0xbf8898be (NtUserCallHwndLock) owned by win32k.sys
  Entry 0x113d: 0xbf84660e (NtUserCallHwndOpt) owned by win32k.sys
  Entry 0x113e: 0xbf889ab1 (NtUserCallHwndParam) owned by win32k.sys
  Entry 0x113f: 0xbf87e6b1 (NtUserCallHwndParamLock) owned by win32k.sys
  Entry 0x1140: 0xbf8ecf48 (NtUserCallMsgFilter) owned by win32k.sys
  Entry 0x1141: 0xbf8f63aa (NtUserCallNextHookEx) owned by win32k.sys
  Entry 0x1142: 0xbf8010f2 (NtUserCallNoParam) owned by win32k.sys
