 Offset(P)  Session     WindowStation          Atom  RefCount    HIndex     Pinned   Name
 0xd48ca68 ---------- ------------------     0xc120     2         288         0      MMC_SNAPIN_MACHINE_NAME
 0xd48ca68 ---------- ------------------     0xc068     24        104         0      SysLink
 0xd48ca68 ---------- ------------------     0xc079     16        121         0      MSCTFIME UI
 0xd48ca68 ---------- ------------------     0xc0d6     5         214         0      ShellFileOpened
 0xd48ca68 ---------- ------------------     0xc103     3         259         0      C:\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202\comctl32.dll
 0xd48ca68 ---------- ------------------     0xc125     1         293         0      C:\WINDOWS\system32\wuaucpl.cpl
 0xd48ca68 ---------- ------------------     0xc008     1          8          1      NetworkName
 0xd48ca68 ---------- ------------------     0xc012     1          18         1      MSDraw
 0xd48ca68 ---------- ------------------     0xc052     24         82         0      6.0.2600.6028!SysListView32
 0xd48ca68 ---------- ------------------     0xc06b     24        107         0      6.0.2600.6028!ReaderModeCtl
 0xd48ca68 ---------- ------------------     0xc0cf     2         207         0      SHELLDLL_DefView
 0xd48ca68 ---------- ------------------     0xc08c     2         140         0      RichEdit Text and Objects
 0xd48ca68 ---------- ------------------     0xc0f1     2         241         0      ATL:SysAnimate32
 0xd48ca68 ---------- ------------------     0xc001     1          1          1      USER32
 0xd48ca68 ---------- ------------------     0xc026     1          38         1      IME
 0xd48ca68 ---------- ------------------     0xc071     24        113         0      commdlg_FileNameOK
 0xd48ca68 ---------- ------------------     0xc09b     2         155         0      winmm_devicechange
 0xd48ca68 ---------- ------------------     0xc0c4     4         196         0      Performed DropEffect
 0xd48ca68 ---------- ------------------     0xc0ca     2         202         0      TargetCLSID
 0xd48ca68 ---------- ------------------     0xc0d9     2         217         0      WM_CUSTOMEUPGRADENOTIFY
 0xd48ca68 ---------- ------------------     0xc126     2         294         0      C:\WINDOWS\system32\netcfgx.dll
 0xd48ca68 ---------- ------------------     0xc010     1          16         1      OleDraw
 0xd48ca68 ---------- ------------------     0xc033     1          51         1      OTHERWINDOWCREATED
 0xd48ca68 ---------- ------------------     0xc056     24         86         0      6.0.2600.6028!msctls_trackbar32
 0xd48ca68 ---------- ------------------     0xc075     24        117         0      commdlg_help
 0xd48ca68 ---------- ------------------     0xc09f     2         159         0      MSTaskSwWClass
 0xd48ca68 ---------- ------------------     0xc0bf     1         191         0      Shell IDLData Private
 0xd48ca68 ---------- ------------------     0xc0c0     2         192         0      FileNameMapW
 0xd48ca68 ---------- ------------------     0xc0fb     2         251         0      SystemTray_Main
 0xd48ca68 ---------- ------------------     0xc114     2         276         0      IEFrame
 0xd48ca68 ---------- ------------------     0xc007     1          7          1      FileNameW
 0xd48ca68 ---------- ------------------     0xc021     1          33         1      DMGClass
 0xd48ca68 ---------- ------------------     0xc04e     24         78         0      6.0.2600.6028!ToolbarWindow32
 0xd48ca68 ---------- ------------------     0xc090     16        144         0      MSWHEEL_ROLLMSG
 0xd48ca68 ---------- ------------------     0xc0b5     1         181         0      CMBFullCancel
 0xd48ca68 ---------- ------------------     0xc0b6     1         182         0      CMBDragCancel
 0xd48ca68 ---------- ------------------     0xc0db     1         219         0      WM_FIRE_APP_NOTIFY_WINDOW
 0xd48ca68 ---------- ------------------     0xc10a     1         266         0      FileOpFlags
 0xd48ca68 ---------- ------------------     0xc016     1          22         1      MoreOlePrivateData
 0xd48ca68 ---------- ------------------     0xc036     1          54         1      Ghost
 0xd48ca68 ---------- ------------------     0xc04c     60         76         0      SysPager
 0xd48ca68 ---------- ------------------     0xc058     24         88         0      6.0.2600.6028!msctls_progress32
 0xd48ca68 ---------- ------------------     0xc07b     23        123         0      MSIMEService
 0xd48ca68 ---------- ------------------     0xc084     14        132         0      MSIMEKeyMap
 0xd48ca68 ---------- ------------------     0xc091     10        145         0      TaskbarCreated
 0xd48ca68 ---------- ------------------     0xc0a1     4         161         0      CLIPBRDWNDCLASS
 0xd48ca68 ---------- ------------------     0xc0a2     18        162         0      MSUIM.Msg.Private
 0xd48ca68 ---------- ------------------     0xc0a4     18        164         0      MSUIM.Msg.ThreadTerminate
 0xd48ca68 ---------- ------------------     0xc08a     7         138         0      Rich Text Format
 0xd48ca68 ---------- ------------------     0xc0f3     2         243         0      ATL:BUTTON
 0xd48ca68 ---------- ------------------     0xc018     1          24         1      Edit
 0xd48ca68 ---------- ------------------     0xc01c     1          28         1      ComboBox
 0xd48ca68 ---------- ------------------     0xc038     1          56         1      OleMainThreadWndClass
 0xd48ca68 ---------- ------------------     0xc03e     60         62         0      msctls_statusbar32
 0xd48ca68 ---------- ------------------     0xc040     60         64         0      SysHeader32
 0xd48ca68 ---------- ------------------     0xc078     2         120         0      SAS window class
 0xd48ca68 ---------- ------------------     0xc096     2         150         0      Shell_TrayWnd
 0xd48ca68 ---------- ------------------     0xc0ad     18        173         0      MSUIM.Msg.MuiMgrDirtyUpdate
 0xd48ca68 ---------- ------------------     0xc0d1     3         209         0      XElementButtonFocusChange
 0xd48ca68 ---------- ------------------     0xc005     1          5          1      Binary
 0xd48ca68 ---------- ------------------     0xc013     1          19         1      Ole Private Data
 0xd48ca68 ---------- ------------------     0xc035     1          53         1      Message
 0xd48ca68 ---------- ------------------     0xc073     51        115         0      commdlg_SetRGBColor
 0xd48ca68 ---------- ------------------     0xc07d     14        125         0      MSIMEReconvertRequest
 0xd48ca68 ---------- ------------------     0xc0ce     1         206         0      Autoplay Enumerated IDList Array
 0xd48ca68 ---------- ------------------     0xc11c     2         284         0      CCF_SZNODETYPE
 0xd48ca68 ---------- ------------------     0xc12f     2         303         0      Canon MP560 series _CD5930000000#:2
 0xd48ca68 ---------- ------------------     0xc015     1          21         1      OleClipboardPersistOnFlush
 0xd48ca68 ---------- ------------------     0xc01d     1          29         1      MDIClient
 0xd48ca68 ---------- ------------------     0xc020     1          32         1      DDEMLMom
 0xd48ca68 ---------- ------------------     0xc06d     12        109         0      WOWDirChange
 0xd48ca68 ---------- ------------------     0xc077     61        119         0      {FB8F0821-0164-101B-84ED-08002B2EC713}
 0xd48ca68 ---------- ------------------     0xc0a6     18        166         0      MSUIM.Msg.LangBarModal
 0xd48ca68 ---------- ------------------     0xc105     1         261         0      C:\WINDOWS\system32\zipfldr.dll
 0xd48ca68 ---------- ------------------     0xc003     1          3          1      OwnerLink
 0xd48ca68 ---------- ------------------     0xc00a     1          10         1      Embedded Object
 0xd48ca68 ---------- ------------------     0xc04d     60         77         0      NativeFontCtl
 0xd48ca68 ---------- ------------------     0xc054     24         84         0      6.0.2600.6028!SysTabControl32
 0xd48ca68 ---------- ------------------     0xc0ac     18        172         0      MSUIM.Msg.LBUpdate
 0xd48ca68 ---------- ------------------     0xc0b2     2         178         0      BaseBar
 0xd48ca68 ---------- ------------------     0xc0c7     2         199         0      UniformResourceLocator
 0xd48ca68 ---------- ------------------     0xc08d     3         141         0      C:\WINDOWS\system32\MSCTF.dll
 0xd48ca68 ---------- ------------------     0xc10d     2         269         0      AfxFrameOrView42su
 0xd48ca68 ---------- ------------------     0xc113     2         275         0      ExploreWClass
 0xd48ca68 ---------- ------------------     0xc123     2         291         0      CFSTR_DSOP_DS_SELECTION_LIST
 0xd48ca68 ---------- ------------------     0xc01a     1          26         1      ListBox
 0xd48ca68 ---------- ------------------     0xc01b     1          27         1      ScrollBar
 0xd48ca68 ---------- ------------------     0xc047     60         71         0      SysAnimate32
 0xd48ca68 ---------- ------------------     0xc099     2         153         0      Welcome Finished
 0xd48ca68 ---------- ------------------     0xc0a5     18        165         0      MSUIM.Msg.ThreadItemChange
 0xd48ca68 ---------- ------------------     0xc0ea     2         234         0      GDI+ Hook Window Class
 0xd48ca68 ---------- ------------------     0xc0ee     1         238         0      ConsoleProgmanHandle
 0xd48ca68 ---------- ------------------     0xc10b     2         267         0      MdmDevChg
 0xd48ca68 ---------- ------------------     0xc124     1         292         0      WirelessLinkInterprocessMsg
 0xd48ca68 ---------- ------------------     0xc00b     1          11         1      Embed Source
 0xd48ca68 ---------- ------------------     0xc076     53        118         0      MSJSTICK_VJOYD_MSGSTR
 0xd48ca68 ---------- ------------------     0xc082     14        130         0      MSIMEShowImePad
 0xd48ca68 ---------- ------------------     0xc0ba     1         186         0      Shell Object Offsets
 0xd48ca68 ---------- ------------------     0xc0c9     2         201         0      DragContext
 0xd48ca68 ---------- ------------------     0xc0d0     3         208         0      XElementNavigateOut
 0xd48ca68 ---------- ------------------     0xc0d8     2         216         0      WM_CUSTOMESEARCHNOTIFY
 0xd48ca68 ---------- ------------------     0xc0da     2         218         0      WM_CUSTOMEREBOOTNOTIFY
 0xd48ca68 ---------- ------------------     0xc030     1          48         1      SysIMEL
 0xd48ca68 ---------- ------------------     0xc04f     24         79         0      6.0.2600.6028!ReBarWindow32
 0xd48ca68 ---------- ------------------     0xc07c     14        124         0      MSIMEUIReady
 0xd48ca68 ---------- ------------------     0xc085     2         133         0      WinscardSessionChangeWndClass
 0xd48ca68 ---------- ------------------     0xc0b4     1         180         0      CMBPopupOpen
 0xd48ca68 ---------- ------------------     0xc0c6     3         198         0      Paste Succeeded
 0xd48ca68 ---------- ------------------     0xc089     4         137         0      commdlg_FindReplace
 0xd48ca68 ---------- ------------------     0xc111     4         273         0      C:\WINDOWS\system32\SHELL32.dll
 0xd48ca68 ---------- ------------------     0xc01e     1          30         1      ComboLBox
 0xd48ca68 ---------- ------------------     0xc02b     1          43         1      SysCP
 0xd48ca68 ---------- ------------------     0xc037     1          55         1      SysShadow
 0xd48ca68 ---------- ------------------     0xc074     21        116         0      Shell IDList Array
 0xd48ca68 ---------- ------------------     0xc09c     2         156         0      TrayNotifyWnd
 0xd48ca68 ---------- ------------------     0xc0af     4         175         0      CTrayIconWndClass
 0xd48ca68 ---------- ------------------     0xc0d3     3         211         0      DUI_UIA_InvokeHelperMsg
 0xd48ca68 ---------- ------------------     0xc0e4     2         228         0      UnityAppbarWindowClass
 0xd48ca68 ---------- ------------------     0xc115     2         277         0      CabinetWClass
 0xd48ca68 ---------- ------------------     0xc116     2         278         0      CMBIgnoreNextDeselect
 0xd48ca68 ---------- ------------------     0xc11d     2         285         0      CCF_DISPLAY_NAME
